age,job,marital,education,default,balance,housing,loan,contact,day,month,duration, campaign,pdays,previous,poutcome,y
42,"JobCat10","married","primary","no",2636,"no","no","cellular",17,"nov",0,2,151,1,"failure",?
43,"JobCat6","married","tertiary","no",1781,"no","no","cellular",17,"nov",0,2,-1,0,"unknown",?
30,"JobCat7","single","unknown","no",2378,"no","no","cellular",17,"nov",0,2,-1,0,"unknown",?
54,"JobCat11","married","unknown","no",217,"no","no","telephone",17,"nov",0,2,-1,0,"unknown",?
49,"JobCat9","married","secondary","no",652,"no","no","cellular",17,"nov",0,2,-1,0,"unknown",?
33,"JobCat11","married","secondary","no",216,"yes","yes","cellular",17,"nov",0,3,-1,0,"unknown",?
35,"JobCat11","married","tertiary","no",1988,"no","no","cellular",17,"nov",0,2,-1,0,"unknown",?
40,"JobCat11","married","secondary","no",1565,"yes","yes","cellular",17,"nov",0,2,-1,0,"unknown",?
42,"JobCat7","married","secondary","no",1027,"yes","no","telephone",17,"nov",0,2,168,2,"failure",?
36,"JobCat10","single","tertiary","no",324,"yes","no","cellular",17,"nov",0,3,-1,0,"unknown",?
34,"JobCat3","married","secondary","no",0,"yes","no","cellular",17,"nov",0,2,131,1,"failure",?
43,"JobCat6","married","tertiary","no",430,"no","no","cellular",17,"nov",0,2,-1,0,"unknown",?
40,"JobCat10","married","secondary","no",219,"yes","no","cellular",17,"nov",0,2,196,1,"failure",?
53,"JobCat6","divorced","tertiary","no",627,"yes","no","cellular",17,"nov",0,3,-1,0,"unknown",?
58,"JobCat6","married","tertiary","no",1101,"no","no","telephone",17,"nov",0,3,-1,0,"unknown",?
53,"JobCat9","divorced","secondary","no",453,"no","no","cellular",17,"nov",0,2,-1,0,"unknown",?
48,"JobCat9","married","tertiary","no",1036,"yes","yes","telephone",17,"nov",0,2,-1,0,"unknown",?
35,"JobCat9","married","secondary","no",5115,"yes","no","cellular",17,"nov",0,2,171,4,"failure",?
36,"JobCat7","married","secondary","no",18,"yes","yes","cellular",17,"nov",0,2,-1,0,"unknown",?
55,"JobCat1","single","secondary","no",1606,"no","no","telephone",17,"nov",0,1,-1,0,"unknown",?
51,"JobCat7","divorced","secondary","no",12,"yes","no","cellular",17,"nov",0,1,-1,0,"unknown",?
40,"JobCat6","single","secondary","no",10378,"yes","no","cellular",17,"nov",0,3,-1,0,"unknown",?
34,"JobCat6","married","tertiary","no",6153,"no","no","telephone",17,"nov",0,3,-1,0,"unknown",?
46,"JobCat8","married","tertiary","no",0,"yes","yes","cellular",17,"nov",0,1,-1,0,"unknown",?
41,"JobCat11","married","primary","no",611,"no","yes","cellular",17,"nov",0,1,-1,0,"unknown",?
46,"JobCat11","married","secondary","no",4958,"yes","no","cellular",17,"nov",0,3,150,5,"other",?
56,"JobCat8","divorced","primary","no",97,"no","yes","telephone",17,"nov",0,1,-1,0,"unknown",?
49,"JobCat9","single","secondary","no",-188,"yes","yes","cellular",17,"nov",0,1,-1,0,"unknown",?
33,"JobCat6","married","tertiary","no",1485,"yes","no","cellular",17,"nov",0,1,-1,0,"unknown",?
48,"JobCat9","divorced","secondary","no",0,"no","yes","cellular",17,"nov",0,1,-1,0,"unknown",?
40,"JobCat3","married","secondary","no",755,"no","no","cellular",17,"nov",0,1,117,1,"failure",?
55,"JobCat8","married","tertiary","no",0,"no","no","cellular",17,"nov",0,3,-1,0,"unknown",?
44,"JobCat1","divorced","secondary","no",653,"no","no","cellular",17,"nov",0,1,-1,0,"unknown",?
40,"JobCat6","married","tertiary","no",1777,"yes","no","cellular",18,"nov",0,4,-1,0,"unknown",?
46,"JobCat3","married","tertiary","yes",-388,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
44,"JobCat4","single","tertiary","no",1240,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
57,"JobCat8","married","tertiary","no",894,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
59,"JobCat8","married","secondary","no",201,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
42,"JobCat4","married","tertiary","no",2249,"yes","no","telephone",18,"nov",0,1,125,5,"failure",?
54,"JobCat9","divorced","tertiary","no",2133,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat3","married","secondary","no",2305,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
48,"JobCat6","married","tertiary","no",1741,"yes","yes","telephone",18,"nov",0,1,-1,0,"unknown",?
33,"JobCat6","married","tertiary","no",618,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
33,"JobCat9","married","secondary","no",4508,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
56,"JobCat8","divorced","secondary","no",0,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
41,"JobCat3","married","primary","no",1461,"yes","no","cellular",18,"nov",0,1,165,2,"success",?
44,"JobCat4","divorced","tertiary","no",316,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
44,"JobCat9","married","secondary","no",2126,"no","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
47,"JobCat10","single","secondary","no",4819,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
58,"JobCat6","married","tertiary","no",9339,"yes","no","telephone",18,"nov",0,3,172,3,"other",?
54,"JobCat6","married","secondary","no",2203,"yes","no","telephone",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat11","married","tertiary","no",1636,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
41,"JobCat9","married","secondary","no",476,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
47,"JobCat9","married","secondary","no",93,"no","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
48,"JobCat8","married","tertiary","no",16,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
45,"JobCat9","married","secondary","no",3944,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat4","married","tertiary","no",196,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
36,"JobCat4","divorced","secondary","no",36,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
54,"JobCat9","married","secondary","no",13,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
37,"JobCat11","single","tertiary","no",283,"yes","no","cellular",18,"nov",0,1,179,3,"other",?
34,"JobCat9","married","secondary","no",154,"yes","no","cellular",18,"nov",0,1,96,2,"other",?
49,"JobCat6","married","tertiary","no",470,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
51,"JobCat4","married","tertiary","yes",4,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
47,"JobCat6","divorced","tertiary","no",428,"yes","no","cellular",18,"nov",0,1,167,1,"other",?
42,"JobCat4","married","tertiary","no",257,"no","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
42,"JobCat11","single","secondary","no",-247,"yes","yes","cellular",18,"nov",0,2,28,2,"success",?
44,"JobCat9","married","secondary","no",0,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
33,"JobCat9","married","tertiary","no",6,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
55,"JobCat3","married","secondary","no",1164,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
35,"JobCat9","married","secondary","no",0,"yes","no","cellular",18,"nov",0,1,179,6,"failure",?
47,"JobCat6","divorced","secondary","no",0,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
50,"JobCat6","married","secondary","no",13931,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat9","single","secondary","no",1769,"yes","no","cellular",18,"nov",0,1,182,1,"failure",?
46,"JobCat6","married","tertiary","no",4301,"yes","yes","cellular",18,"nov",0,1,183,2,"failure",?
46,"JobCat11","divorced","secondary","no",7378,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
45,"JobCat3","divorced","primary","no",2702,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
46,"JobCat9","married","secondary","no",68,"yes","yes","cellular",18,"nov",0,2,155,3,"failure",?
34,"JobCat11","divorced","secondary","no",454,"yes","no","cellular",18,"nov",0,1,131,1,"failure",?
57,"JobCat11","married","secondary","no",1509,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
36,"JobCat6","married","tertiary","no",1802,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
59,"JobCat4","married","secondary","no",2429,"no","yes","cellular",18,"nov",0,2,182,7,"failure",?
41,"JobCat9","married","secondary","no",1226,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
34,"JobCat6","single","tertiary","no",0,"no","yes","cellular",18,"nov",0,1,96,4,"failure",?
56,"JobCat6","married","tertiary","no",664,"no","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
45,"JobCat3","single","secondary","no",91,"no","yes","cellular",18,"nov",0,1,127,2,"failure",?
42,"JobCat6","married","tertiary","no",2819,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
28,"JobCat6","single","tertiary","no",414,"no","no","cellular",18,"nov",0,5,-1,0,"unknown",?
44,"JobCat4","married","secondary","no",1442,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
37,"JobCat9","single","secondary","no",4646,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
35,"JobCat6","married","secondary","no",4056,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
49,"JobCat6","married","tertiary","yes",-24,"no","no","cellular",18,"nov",0,3,-1,0,"unknown",?
57,"JobCat10","married","secondary","no",1681,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
29,"JobCat9","single","secondary","no",1062,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
35,"JobCat7","divorced","secondary","no",2152,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
33,"JobCat11","married","secondary","no",4463,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat9","single","secondary","no",2729,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
28,"JobCat9","single","tertiary","no",3,"yes","no","cellular",18,"nov",0,1,195,1,"failure",?
34,"JobCat6","married","tertiary","no",8277,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
51,"JobCat8","married","tertiary","no",146,"no","no","cellular",18,"nov",0,2,126,3,"failure",?
31,"JobCat11","divorced","secondary","no",661,"yes","no","cellular",18,"nov",0,1,173,2,"other",?
41,"JobCat8","single","tertiary","no",0,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
40,"JobCat6","married","tertiary","no",1217,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
33,"JobCat9","single","secondary","no",7530,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
58,"JobCat2","married","secondary","no",14412,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
43,"JobCat6","married","tertiary","no",1684,"yes","no","cellular",18,"nov",0,4,-1,0,"unknown",?
41,"JobCat6","married","tertiary","no",97,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat6","single","tertiary","no",1494,"yes","no","cellular",18,"nov",0,1,182,1,"other",?
48,"JobCat7","married","secondary","no",2877,"yes","no","cellular",18,"nov",0,1,168,1,"failure",?
53,"JobCat9","single","primary","no",481,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
53,"JobCat3","married","primary","no",53,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
49,"JobCat4","married","primary","no",6188,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
28,"JobCat11","single","tertiary","no",371,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
29,"JobCat9","married","tertiary","no",26,"no","yes","cellular",18,"nov",0,1,127,6,"other",?
52,"JobCat10","divorced","secondary","no",4,"no","yes","unknown",18,"nov",0,1,-1,0,"unknown",?
44,"JobCat6","married","tertiary","no",318,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
33,"JobCat6","married","tertiary","no",1041,"no","no","cellular",18,"nov",0,1,120,3,"other",?
45,"JobCat9","divorced","secondary","no",5862,"yes","no","cellular",18,"nov",0,1,110,3,"other",?
34,"JobCat6","married","tertiary","no",0,"yes","no","cellular",18,"nov",0,1,175,2,"failure",?
34,"JobCat6","married","tertiary","no",1100,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
37,"JobCat9","married","tertiary","no",4313,"yes","no","unknown",18,"nov",0,2,-1,0,"unknown",?
52,"JobCat4","married","tertiary","no",54,"yes","yes","telephone",18,"nov",0,1,-1,0,"unknown",?
30,"JobCat4","divorced","secondary","no",-934,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
37,"JobCat11","married","secondary","no",3732,"yes","no","cellular",18,"nov",0,1,181,2,"failure",?
37,"JobCat8","married","tertiary","no",585,"yes","no","cellular",18,"nov",0,1,181,3,"failure",?
32,"JobCat11","married","tertiary","no",3520,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
58,"JobCat8","married","tertiary","no",2596,"no","no","telephone",18,"nov",0,2,-1,0,"unknown",?
48,"JobCat9","married","tertiary","no",0,"no","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
50,"JobCat7","married","primary","no",2603,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
55,"JobCat2","divorced","primary","no",1174,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
43,"JobCat6","married","secondary","no",2115,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
50,"JobCat9","married","secondary","no",-353,"yes","yes","cellular",18,"nov",0,1,175,2,"failure",?
49,"JobCat6","married","tertiary","no",0,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
51,"JobCat8","divorced","secondary","no",7848,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat4","single","tertiary","yes",1709,"no","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
28,"JobCat11","divorced","secondary","no",83,"yes","yes","cellular",18,"nov",0,2,196,1,"failure",?
55,"JobCat6","married","tertiary","no",5010,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
46,"JobCat6","married","secondary","no",430,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat7","single","tertiary","no",0,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat3","married","secondary","no",157,"yes","no","cellular",18,"nov",0,1,182,1,"failure",?
45,"JobCat9","married","secondary","no",3395,"yes","no","cellular",18,"nov",0,1,188,1,"failure",?
36,"JobCat7","married","secondary","no",706,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
37,"JobCat3","divorced","primary","no",3970,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat11","married","secondary","no",45,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat7","divorced","secondary","no",1529,"yes","no","telephone",18,"nov",0,1,-1,0,"unknown",?
29,"JobCat1","married","primary","no",2603,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
51,"JobCat2","single","tertiary","no",730,"yes","no","unknown",18,"nov",0,2,-1,0,"unknown",?
29,"JobCat6","married","tertiary","no",271,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
37,"JobCat9","married","secondary","no",484,"no","yes","cellular",18,"nov",0,1,113,3,"other",?
47,"JobCat11","married","secondary","no",12845,"yes","no","unknown",18,"nov",0,1,-1,0,"unknown",?
28,"JobCat7","single","secondary","no",1510,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
40,"JobCat9","single","secondary","no",159,"yes","no","unknown",18,"nov",0,1,-1,0,"unknown",?
50,"JobCat3","divorced","primary","no",155,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
44,"JobCat9","married","secondary","no",1901,"no","no","cellular",18,"nov",0,3,104,2,"failure",?
44,"JobCat6","divorced","tertiary","no",3340,"no","no","unknown",18,"nov",0,1,-1,0,"unknown",?
45,"JobCat6","single","tertiary","no",16,"no","no","cellular",18,"nov",0,1,110,2,"failure",?
47,"JobCat10","married","secondary","yes",0,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
34,"JobCat6","married","tertiary","no",6172,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
33,"JobCat3","married","primary","no",2878,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
46,"JobCat10","married","secondary","no",16397,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat6","divorced","tertiary","no",5754,"yes","no","cellular",18,"nov",0,1,181,1,"failure",?
55,"JobCat6","divorced","tertiary","no",0,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
43,"JobCat4","single","primary","no",103,"yes","no","cellular",18,"nov",0,1,183,5,"failure",?
37,"JobCat6","married","secondary","no",1007,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
44,"JobCat6","married","tertiary","no",3603,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
36,"JobCat9","married","tertiary","no",3234,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
30,"JobCat7","single","secondary","no",48,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
33,"JobCat7","single","secondary","no",0,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
31,"JobCat11","married","tertiary","no",46,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
45,"JobCat8","married","tertiary","no",-312,"no","no","telephone",18,"nov",0,4,-1,0,"unknown",?
34,"JobCat7","married","primary","no",413,"yes","no","telephone",18,"nov",0,1,-1,0,"unknown",?
51,"JobCat6","married","tertiary","no",5343,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
34,"JobCat8","divorced","tertiary","no",149,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
32,"JobCat9","married","tertiary","no",544,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
36,"JobCat11","single","tertiary","no",4,"yes","yes","cellular",18,"nov",0,3,-1,0,"unknown",?
52,"JobCat1","married","secondary","no",1182,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat9","single","secondary","no",1259,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
34,"JobCat9","married","secondary","no",6384,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
30,"JobCat4","married","secondary","no",1996,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
50,"JobCat11","single","secondary","no",642,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
42,"JobCat1","divorced","tertiary","no",364,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
59,"JobCat3","married","primary","no",0,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
30,"JobCat9","single","secondary","no",28,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
49,"JobCat6","single","tertiary","no",1093,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
32,"JobCat6","married","tertiary","no",63,"no","no","cellular",18,"nov",0,1,102,2,"failure",?
29,"JobCat6","single","secondary","no",99,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
54,"JobCat6","married","tertiary","no",214,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
30,"JobCat6","single","tertiary","no",27,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
55,"JobCat7","married","secondary","no",3546,"yes","yes","cellular",18,"nov",0,1,110,2,"failure",?
36,"JobCat3","married","secondary","no",2008,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
30,"JobCat7","single","secondary","no",2251,"yes","yes","cellular",18,"nov",0,1,124,1,"failure",?
29,"JobCat11","single","secondary","no",2076,"no","yes","cellular",18,"nov",0,1,127,7,"other",?
51,"JobCat3","divorced","secondary","no",1524,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
57,"JobCat9","married","secondary","no",6362,"yes","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
34,"JobCat3","married","secondary","no",2894,"yes","no","cellular",18,"nov",0,1,124,1,"failure",?
32,"JobCat6","married","tertiary","no",11,"yes","no","cellular",18,"nov",0,1,124,1,"failure",?
34,"JobCat8","married","secondary","no",44,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
30,"JobCat6","married","tertiary","no",3107,"yes","yes","cellular",18,"nov",0,2,116,1,"failure",?
50,"JobCat3","married","secondary","no",1984,"yes","no","telephone",18,"nov",0,3,-1,0,"unknown",?
48,"JobCat3","married","secondary","no",3008,"yes","yes","cellular",18,"nov",0,1,187,3,"failure",?
30,"JobCat6","married","tertiary","no",1636,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
51,"JobCat10","divorced","tertiary","no",5,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
48,"JobCat3","married","primary","no",-298,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
54,"JobCat6","married","tertiary","yes",0,"no","yes","cellular",18,"nov",0,1,-1,0,"unknown",?
52,"JobCat3","married","tertiary","no",297,"yes","no","cellular",18,"nov",0,2,195,1,"failure",?
41,"JobCat6","married","tertiary","no",25,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
32,"JobCat3","single","secondary","no",20,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
34,"JobCat7","single","secondary","no",1482,"yes","no","cellular",18,"nov",0,2,174,1,"other",?
48,"JobCat6","single","tertiary","no",3713,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
40,"JobCat6","married","tertiary","no",11,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
34,"JobCat8","divorced","secondary","no",-38,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
37,"JobCat7","married","unknown","no",10189,"yes","no","cellular",18,"nov",0,2,123,2,"failure",?
57,"JobCat6","married","tertiary","no",1357,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
55,"JobCat4","married","tertiary","no",78,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
31,"JobCat9","married","secondary","no",2746,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
46,"JobCat7","single","secondary","no",897,"yes","no","telephone",18,"nov",0,2,-1,0,"unknown",?
31,"JobCat11","married","tertiary","no",99,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
44,"JobCat6","single","tertiary","no",1356,"no","yes","cellular",18,"nov",0,2,134,2,"other",?
40,"JobCat6","married","tertiary","no",5,"yes","no","cellular",18,"nov",0,3,-1,0,"unknown",?
40,"JobCat9","single","secondary","no",2141,"no","no","cellular",18,"nov",0,3,-1,0,"unknown",?
54,"JobCat11","married","secondary","no",3729,"no","yes","cellular",18,"nov",0,2,116,1,"other",?
28,"JobCat3","married","secondary","no",246,"yes","no","cellular",18,"nov",0,2,113,5,"failure",?
34,"JobCat6","married","tertiary","no",-92,"no","yes","cellular",18,"nov",0,3,-1,0,"unknown",?
52,"JobCat7","married","secondary","no",2257,"yes","no","telephone",18,"nov",0,2,188,1,"failure",?
31,"JobCat5","single","tertiary","no",4,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
37,"JobCat6","married","secondary","no",517,"yes","no","cellular",18,"nov",0,3,196,2,"failure",?
30,"JobCat6","single","tertiary","no",0,"yes","no","cellular",18,"nov",0,2,168,1,"other",?
54,"JobCat8","married","tertiary","no",368,"no","no","cellular",18,"nov",0,2,110,4,"failure",?
41,"JobCat4","married","secondary","no",-1882,"yes","no","cellular",18,"nov",0,5,151,2,"other",?
34,"JobCat9","divorced","tertiary","no",1174,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
59,"JobCat6","married","tertiary","no",3969,"no","no","cellular",18,"nov",0,3,-1,0,"unknown",?
34,"JobCat4","single","secondary","no",296,"no","no","cellular",18,"nov",0,2,111,2,"failure",?
50,"JobCat11","single","secondary","no",5816,"yes","no","telephone",18,"nov",0,2,-1,0,"unknown",?
36,"JobCat9","married","secondary","no",508,"yes","no","cellular",18,"nov",0,3,175,2,"failure",?
50,"JobCat6","married","tertiary","no",2570,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
36,"JobCat11","married","tertiary","no",605,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
51,"JobCat6","married","tertiary","no",2934,"yes","no","cellular",18,"nov",0,4,-1,0,"unknown",?
46,"JobCat6","married","primary","no",1267,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
35,"JobCat9","married","secondary","no",712,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
55,"JobCat2","divorced","tertiary","no",816,"no","no","cellular",18,"nov",0,3,-1,0,"unknown",?
37,"JobCat10","married","tertiary","no",1108,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
29,"JobCat6","single","tertiary","no",874,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
57,"JobCat8","married","secondary","no",380,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
42,"JobCat6","single","tertiary","no",1113,"yes","yes","cellular",18,"nov",0,2,162,12,"failure",?
49,"JobCat6","married","tertiary","no",1887,"no","no","cellular",18,"nov",0,3,-1,0,"unknown",?
44,"JobCat7","married","secondary","no",-236,"yes","no","cellular",18,"nov",0,2,113,7,"success",?
44,"JobCat6","married","tertiary","no",13853,"yes","no","cellular",18,"nov",0,3,-1,0,"unknown",?
34,"JobCat9","divorced","secondary","no",556,"yes","no","cellular",18,"nov",0,3,189,1,"failure",?
36,"JobCat9","married","secondary","no",728,"yes","no","cellular",18,"nov",0,1,181,2,"other",?
52,"JobCat8","married","tertiary","no",5350,"yes","yes","cellular",18,"nov",0,2,110,4,"success",?
30,"JobCat7","married","secondary","no",4885,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
31,"JobCat9","married","secondary","no",3572,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
28,"JobCat9","single","tertiary","no",0,"yes","no","cellular",18,"nov",0,2,174,1,"failure",?
51,"JobCat6","married","tertiary","no",974,"no","no","cellular",18,"nov",0,1,-1,0,"unknown",?
36,"JobCat7","married","secondary","no",4392,"no","no","cellular",18,"nov",0,2,110,2,"failure",?
28,"JobCat10","single","primary","no",1,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
53,"JobCat6","married","tertiary","no",9072,"no","no","cellular",18,"nov",0,2,-1,0,"unknown",?
28,"JobCat6","married","secondary","no",1439,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
50,"JobCat10","married","secondary","no",525,"yes","no","telephone",18,"nov",0,2,-1,0,"unknown",?
40,"JobCat9","divorced","secondary","no",5674,"yes","no","cellular",18,"nov",0,1,-1,0,"unknown",?
34,"JobCat3","married","primary","no",0,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
41,"JobCat1","divorced","primary","no",22,"yes","no","cellular",18,"nov",0,3,126,4,"other",?
42,"JobCat3","married","primary","no",560,"yes","yes","cellular",18,"nov",0,2,-1,0,"unknown",?
32,"JobCat3","single","secondary","no",47,"yes","no","cellular",18,"nov",0,2,-1,0,"unknown",?
30,"JobCat3","married","secondary","no",491,"yes","no","cellular",18,"nov",0,3,194,2,"failure",?
42,"JobCat7","married","secondary","yes",129,"no","no","cellular",18,"nov",0,3,-1,0,"unknown",?
29,"JobCat7","married","secondary","no",2050,"yes","no","cellular",18,"nov",0,5,-1,0,"unknown",?
40,"JobCat4","married","secondary","no",1532,"yes","yes","cellular",18,"nov",0,7,-1,0,"unknown",?
33,"JobCat4","married","tertiary","no",0,"no","no","cellular",18,"nov",0,4,-1,0,"unknown",?
51,"JobCat6","divorced","tertiary","no",1937,"yes","no","cellular",18,"nov",0,4,152,11,"other",?
30,"JobCat6","married","secondary","no",6217,"yes","yes","cellular",18,"nov",0,2,181,2,"failure",?
37,"JobCat6","married","tertiary","no",9579,"yes","no","cellular",18,"nov",0,3,-1,0,"unknown",?
